product_name,category_shelf,match_key
PROSTAVITE CAPS,"Food, drinks & essentials",prostavite caps
PROSTEEZ TAB 20'S,Prescription medicine,prosteez tab 20's
PROTEIN SHAKE 1KG (BODY BULDER),OTC,protein shake 1kg (body bulder)
PROVERA 10MG 30'S,Prescription medicine,provera 10mg 30's
PROVERA 5MG 10S,Prescription medicine,provera 5mg 10s
PROWOMAN 50+ CAPS 30'S,Pharmacy medicine,prowoman 50+ caps 30's
PROWOMAN CAN DRINK,"Food, drinks & essentials",prowoman can drink
PROXEED PLUS MAN,Other / uncategorised,proxeed plus man
"PROXEED WOMEN L-CARNITINE ACETYL SACHET 30,S",Pharmacy medicine,"proxeed women l-carnitine acetyl sachet 30,s"
PULMICORT (BUDESONIDE) NEBULES 0.5MG/ML,Pharmacy medicine,pulmicort (budesonide) nebules 0.5mg/ml
PUNCH & JUDY STRAWBERRY TP 50ML,Cosmetics,punch & judy strawberry tp 50ml
PURDEY'S ENERGY DRINK,"Food, drinks & essentials",purdey's energy drink
PURE 3IN1 WIPES 25'S,Other / uncategorised,pure 3in1 wipes 25's
PURE COD LIVER OIL AYRTON 150MLS,OTC,pure cod liver oil ayrton 150mls
PYLIN CAPS,OTC,pylin caps
PYLIN OINT,OTC,pylin oint
QUADRAJEL 15G,OTC,quadrajel 15g
QUETIAPINE 100MG TAB 60'S,Prescription medicine,quetiapine 100mg tab 60's
QUETIAPINE 200MG TAB 60'S,Pharmacy medicine,quetiapine 200mg tab 60's
QUETIAPINE 25MG TAB 60'S,OTC,quetiapine 25mg tab 60's
QUETIAPINE 300MG TAB 60'S,Pharmacy medicine,quetiapine 300mg tab 60's
QUNOL EXTRA STRENGTH TURMERIC 1000MG 150'S,OTC,qunol extra strength turmeric 1000mg 150's
RABEPRAZOLE ( PARIET) 20MG TABS 14'S,Pharmacy medicine,rabeprazole ( pariet) 20mg tabs 14's
RAID INSECTICIDE SPRAY LONG,Other / uncategorised,raid insecticide spray long
RAMIPRIL 10MG CAPS 28'S UK,Prescription medicine,ramipril 10mg caps 28's uk
RAMIPRIL TAB 2.5MG 28' UK,Prescription medicine,ramipril tab 2.5mg 28' uk
RAMIPRIL TAB 5MG UK,Prescription medicine,ramipril tab 5mg uk
RANGERS LACTATE (RL) INFUSION 500ML BLUE AID,Prescription medicine,rangers lactate (rl) infusion 500ml blue aid
RAPID TYPHOID TEST,Other / uncategorised,rapid typhoid test
RAPINOL TABS 25'S,Pharmacy medicine,rapinol tabs 25's
REACH LISTERINE TOOTHBRUSH 1,Other / uncategorised,reach listerine toothbrush 1
REACH TOOTHBRUSH SINGLE,Other / uncategorised,reach toothbrush single
REACH TOOTHBRUSH TWIN,Cosmetics,reach toothbrush twin
RECOVERY XO FITNESS COLLAGEN 240G POWDER,Other / uncategorised,recovery xo fitness collagen 240g powder
RED BULL ENERGY DRINK 250ML,"Food, drinks & essentials",red bull energy drink 250ml
REDSUN SILDENAFIL JELLY 100MG,Pharmacy medicine,redsun sildenafil jelly 100mg
REFRESH LIQUIGEL EYE DROP 15ML,Prescription medicine,refresh liquigel eye drop 15ml
REFRESH TEARS EYE DROPS 15ML,OTC,refresh tears eye drops 15ml
REGAINE FOR MEN 60ML,OTC,regaine for men 60ml
REGAINE FOR WOMEN,OTC,regaine for women
RELESTAT (EPINASTINE) 0.5MG/ML,Prescription medicine,relestat (epinastine) 0.5mg/ml
RENALKA SYR.,Pharmacy medicine,renalka syr.
RENERVE PLUS 30',Pharmacy medicine,renerve plus 30'
RENERVE PLUS BT TABS 30'S,Other / uncategorised,renerve plus bt tabs 30's
RENNIE PEPPERMINT 24'S,Pharmacy medicine,rennie peppermint 24's
RESCOFER BLOOD TONIC 200ML,OTC,rescofer blood tonic 200ml
REST WELL (MELATONIN) TAB 6MG,Other / uncategorised,rest well (melatonin) tab 6mg
RHINA PHYTO SYRUP 100ML,Prescription medicine,rhina phyto syrup 100ml
RHINATHIOL EXPECTORANT ADULT 125ML,OTC,rhinathiol expectorant adult 125ml
RHINATHIOL INFANT 125ML,Prescription medicine,rhinathiol infant 125ml
RHINATHIOL PROMETHAZINE SYR,OTC,rhinathiol promethazine syr
RHIZIN CETIRIZINE SYR 30ML (KINAPHARMA),Other / uncategorised,rhizin cetirizine syr 30ml (kinapharma)
RHIZIN TABS,OTC,rhizin tabs
RIBENA DRINK 250ML,"Food, drinks & essentials",ribena drink 250ml
RIGHT GUARD 150ML ALL TYPES,Cosmetics,right guard 150ml all types
RIGHT GUARD 250MLSPRAY ALL TYPES,Other / uncategorised,right guard 250mlspray all types
RIGHT GUARD ROLL ON 50ML,Other / uncategorised,right guard roll on 50ml
RISPERIDONE 2MG 100'S INTAS,OTC,risperidone 2mg 100's intas
RISPERIDONE 2MG 60'S UK,Other / uncategorised,risperidone 2mg 60's uk
RISPERIDONE 2MG EXETER 28',OTC,risperidone 2mg exeter 28'
RISPERIDONE 2MG TAB 100'S VEGA,Prescription medicine,risperidone 2mg tab 100's vega
RISPERIDONE 2MG TAB 28' VEGA,Prescription medicine,risperidone 2mg tab 28' vega
RISPERIDONE 3MG 60'S UK,OTC,risperidone 3mg 60's uk
RISPERIDONE 4MG TAB VEGA,Other / uncategorised,risperidone 4mg tab vega
RISPERIDONE TAB 1MG 60'S,OTC,risperidone tab 1mg 60's
RISPERIDONE TAB 3MG 100'S VEGA,OTC,risperidone tab 3mg 100's vega
RIVAROX 15,OTC,rivarox 15
RIVAROX 20MG 28'S,Other / uncategorised,rivarox 20mg 28's
RIVAROXABAN 10MG 28'S UK,Prescription medicine,rivaroxaban 10mg 28's uk
ROBAXIN 750MG TABS 100'S (METHOCARBAMOL),Pharmacy medicine,robaxin 750mg tabs 100's (methocarbamol)
ROBB JAR 23ML,Pharmacy medicine,robb jar 23ml
ROBERT GLYCERINE 30ML,Other / uncategorised,robert glycerine 30ml
ROBERT GLYCERINE 90ML,Other / uncategorised,robert glycerine 90ml
ROBITUSSIN CHESTY COUGH 100ML,Pharmacy medicine,robitussin chesty cough 100ml
ROBITUSSIN DRY COUGH 100ML,Pharmacy medicine,robitussin dry cough 100ml
ROBITUSSIN DRY COUGH 250ML,OTC,robitussin dry cough 250ml
ROBITUSSIN HONEY 118ML,Other / uncategorised,robitussin honey 118ml
ROBITUSSIN PLUS MUCUS CONGESTION 100ML,OTC,robitussin plus mucus congestion 100ml
ROCEPHIN CEFTRIAXONE 2G I.V,Prescription medicine,rocephin ceftriaxone 2g i.v
ROCEPHIN INJ 1G IV,Prescription medicine,rocephin inj 1g iv
ROCK N ROLL CONDOM,"Food, drinks & essentials",rock n roll condom
RONFIT FORTE TAB,Pharmacy medicine,ronfit forte tab
ROOTER LIFE,OTC,rooter life
ROOTER MIXTURE 750ML,OTC,rooter mixture 750ml
ROOTER TONIC 750ML,OTC,rooter tonic 750ml
ROSUVASTATIN 10MG TAB 28'S,Prescription medicine,rosuvastatin 10mg tab 28's
ROSUVASTATIN 20MG TEVA,Other / uncategorised,rosuvastatin 20mg teva
ROSUVASTATIN 40MG UK,Other / uncategorised,rosuvastatin 40mg uk
ROSUVASTATIN 5MG TAB 28'S,OTC,rosuvastatin 5mg tab 28's
ROUGH RIDER CONDOM FO 3'S,OTC,rough rider condom fo 3's
RUGBY ACNE MEDICATION (BENZOYL PEROXIDE) GEL 10%,Prescription medicine,rugby acne medication (benzoyl peroxide) gel 10%
RUGBY ACNE MEDICATION BENZOYL PEROXIDE 5%,OTC,rugby acne medication benzoyl peroxide 5%
SALACTOL WART PAINT 10ML,Other / uncategorised,salactol wart paint 10ml
SALAMOL CFC FREE INHALER,Pharmacy medicine,salamol cfc free inhaler
SALBUTALIN SYRUP 200ML,Prescription medicine,salbutalin syrup 200ml
SALBUTAMOL 4MG TAB 500'S,Prescription medicine,salbutamol 4mg tab 500's
SALBUTAMOL INHALER,OTC,salbutamol inhaler
SALBUTAMOL NEBULES 5MG,Pharmacy medicine,salbutamol nebules 5mg
SALBUTAMOL NEBULISER 2.5MG VEGA,Other / uncategorised,salbutamol nebuliser 2.5mg vega
SALICYLATE 2% OINT 40G,OTC,salicylate 2% oint 40g
SALINE NASAL DROP LOCAL,OTC,saline nasal drop local
SALINE NASAL DROP UK,OTC,saline nasal drop uk
SALO C+ ZINC SYR,Pharmacy medicine,salo c+ zinc syr
SALO COLD 100ML SD SYRUP,Pharmacy medicine,salo cold 100ml sd syrup
SALO COLD TAB,Other / uncategorised,salo cold tab
SAMALIN ADULT COUGH SYRUP 100ML,OTC,samalin adult cough syrup 100ml
SAMALIN ADULT NON DROWSY 125ML,OTC,samalin adult non drowsy 125ml
SAMALIN JNR COUGH SYRUP 125ML,OTC,samalin jnr cough syrup 125ml
SAMALIN JNR NON DROWSY SYRUP 125ML,OTC,samalin jnr non drowsy syrup 125ml
SAMALIN LOZENGES,OTC,samalin lozenges
SAMOCID TINTURE (DAKTARIN TINCTURE),OTC,samocid tinture (daktarin tincture)
SAVLON ANTISEPTIC 250ML,Pharmacy medicine,savlon antiseptic 250ml
SAVLON ANTISEPTIC 500MLS,Cosmetics,savlon antiseptic 500mls
SAVLON ANTISEPTIC 750ML,Pharmacy medicine,savlon antiseptic 750ml
SAVLON ANTISEPTIC 75ML,Pharmacy medicine,savlon antiseptic 75ml
SAVLON ANTISEPTIC CREAM 30G,OTC,savlon antiseptic cream 30g
SAVLON ANTISEPTIC CREAM 50G,Cosmetics,savlon antiseptic cream 50g
SCARLESS SILICONE GEL,Other / uncategorised,scarless silicone gel
SCENTED CANDLES 411G,Cosmetics,scented candles 411g
SCHERIPROCT OINTMENT (PREDNISOLONE HEX/ CINCOCAINE HCL) 30 G,Prescription medicine,scheriproct ointment (prednisolone hex/ cincocaine hcl) 30 g
SE' CLEAR EYE DROPS 10ML,OTC,se' clear eye drops 10ml
SEBA CLEANSING BAR 150GM,Other / uncategorised,seba cleansing bar 150gm
SEBA REPAIR LOTION 200ML,Other / uncategorised,seba repair lotion 200ml
SEBAMED B B BATH 500ML,Cosmetics,sebamed b b bath 500ml
SEBAMED BABY BATHING BAR 100G,Cosmetics,sebamed baby bathing bar 100g
SEBAMED BABY LOTION 750ML,Other / uncategorised,sebamed baby lotion 750ml
SEBAMED FACE AND BODY WASH 300ML,Other / uncategorised,sebamed face and body wash 300ml
SECNIDAZOLE 1000MG TABS 2'S VEGA UK,OTC,secnidazole 1000mg tabs 2's vega uk
SECNIDEX SECNIDAZOLE TABS 2'S EXETER,OTC,secnidex secnidazole tabs 2's exeter
SECURE TABS 28'S,OTC,secure tabs 28's
SELEVITE TABS 30'S,OTC,selevite tabs 30's
SELEVITE-P TABS 30'S,Pharmacy medicine,selevite-p tabs 30's
SELSUN SHAMPOO,Pharmacy medicine,selsun shampoo
SENACOT TAB 7.5MG ADULT,OTC,senacot tab 7.5mg adult
SENOKOT TABS 20'S,Other / uncategorised,senokot tabs 20's
SENSODYN COOL MINT T/P 75ML,OTC,sensodyn cool mint t/p 75ml
SENSODYN GENTLE WHITENING 75ML,OTC,sensodyn gentle whitening 75ml
SENSODYN TOOTHBRUSH 3'S,Other / uncategorised,sensodyn toothbrush 3's
SENSODYNE COOL MINT T/P,Other / uncategorised,sensodyne cool mint t/p
SENSODYNE EXTRA/ADVANCE WHITENING T/PASTE,OTC,sensodyne extra/advance whitening t/paste
SENSODYNE RAPID PAST,OTC,sensodyne rapid past
SEPTILIN SYR 100ML,Other / uncategorised,septilin syr 100ml
SEPTILIN TABS 100'S,Pharmacy medicine,septilin tabs 100's
SERETIDE INHALER 50/100MCG,OTC,seretide inhaler 50/100mcg
SERETIDE INHALER 50/250MCG,OTC,seretide inhaler 50/250mcg
SERTRALINE 100MG TAB 28'S,Prescription medicine,sertraline 100mg tab 28's
SERTRALINE 50MG TAB 28'S,Pharmacy medicine,sertraline 50mg tab 28's
SETLERS CHEWABLE ANTACID TAB 24',Other / uncategorised,setlers chewable antacid tab 24'
SEVEN CLO MAX STRENGTH LIQUID 150ML,Other / uncategorised,seven clo max strength liquid 150ml
SEVEN SEAS CLO + MULTIVITAMINS 90'S,Pharmacy medicine,seven seas clo + multivitamins 90's
SEVEN SEAS CLO MAXIMUM STRENGTH 60'S,OTC,seven seas clo maximum strength 60's
SEVEN SEAS CLO ORIGINAL LIQUID 150ML,Pharmacy medicine,seven seas clo original liquid 150ml
SEVEN SEAS CLO SYR + OMEGA 3 FISH OIL 100ML,Pharmacy medicine,seven seas clo syr + omega 3 fish oil 100ml
SEVEN SEAS COD LIVER OIL 120'S,Other / uncategorised,seven seas cod liver oil 120's
SEVEN SEAS JOINTCARE ACTIVE 30'S,Pharmacy medicine,seven seas jointcare active 30's
SEVEN SEAS OMEGA 3 & MULTIV WOMEN 60'S,Other / uncategorised,seven seas omega 3 & multiv women 60's
SEVEN SEAS OMEGA 3 DAILY CAPS 30'S,Other / uncategorised,seven seas omega 3 daily caps 30's
SEVEN SEAS OMEGA 3 MAX STRENGTH CAPS 30'S,Other / uncategorised,seven seas omega 3 max strength caps 30's
SEVEN SEAS PERFECT MA N PLUS 7,OTC,seven seas perfect ma n plus 7
SEVEN SEAS TRYING FOR BABY,OTC,seven seas trying for baby
SEVEN SEED COLD LIVER OIL ONE A DAY CAPS 60'S,Other / uncategorised,seven seed cold liver oil one a day caps 60's
SHOULDER SUPPORT,OTC,shoulder support
SIBI MEN CAPS 20G 30'S,OTC,sibi men caps 20g 30's
SIBI WOMEN CAPS,OTC,sibi women caps
SILDENAFIL 100MG 4'S UK,Other / uncategorised,sildenafil 100mg 4's uk
SILDENAFIL 100MG TABS 4'S PFIZER,OTC,sildenafil 100mg tabs 4's pfizer
SILDENAFIL 100MG TABS 4'S TEVA,Prescription medicine,sildenafil 100mg tabs 4's teva
SILDENAFIL 25MG 4'S,OTC,sildenafil 25mg 4's
SILDENAFIL 25MG TABS 8'S,Prescription medicine,sildenafil 25mg tabs 8's
SILDENAFIL 50MG 4'S,OTC,sildenafil 50mg 4's
SILDENAFIL 50MG 8'S UK,OTC,sildenafil 50mg 8's uk
SILDENAFIL TABS 50MG 8'S TEVA,Pharmacy medicine,sildenafil tabs 50mg 8's teva
SILICON GEL,Pharmacy medicine,silicon gel
SILVER BIRD OIL 30ML,OTC,silver bird oil 30ml
SILVERDERMA 1% CREAM 50G,Pharmacy medicine,silverderma 1% cream 50g
SIMETICONE SUSP 55ML 40MG/1ML ( INFACOL),OTC,simeticone susp 55ml 40mg/1ml ( infacol)
SIMETICONE/ ALVERINE ( AVARIN) 300MG/60MG CAPS 50'S,OTC,simeticone/ alverine ( avarin) 300mg/60mg caps 50's
SIMPLE APA SPRAY 250ML ALL TYPES,Other / uncategorised,simple apa spray 250ml all types
SIMPLE CLEANSING FACIAL WIPES 25'S,Other / uncategorised,simple cleansing facial wipes 25's
SIMPLE CLEAR PORE SCRUB 150ML,Other / uncategorised,simple clear pore scrub 150ml
SIMPLE FACE WASH GEL 150ML,Other / uncategorised,simple face wash gel 150ml
SIMPLE HAIR & BODYWASH KIDS 225ML,Other / uncategorised,simple hair & bodywash kids 225ml
SIMPLE MICELLAR CLEANSING WATER 200ML,Other / uncategorised,simple micellar cleansing water 200ml
SIMPLE MOISTURISER ALL TYPES,Other / uncategorised,simple moisturiser all types
SIMPLE ROLL ON 45ML,Other / uncategorised,simple roll on 45ml
SIMVASTATIN 10MG 28'S,OTC,simvastatin 10mg 28's
SIMVASTATIN 20MG 28',Pharmacy medicine,simvastatin 20mg 28'
SIMVASTATIN 40MG TAB 28'S,Prescription medicine,simvastatin 40mg tab 28's
SIMVASTATIN 80MG TABS 28'S,OTC,simvastatin 80mg tabs 28's
SINEMET 10MG/100MG TABS 100'S,Prescription medicine,sinemet 10mg/100mg tabs 100's
SINEMET 12.5/50MG 90'S TABS,Pharmacy medicine,sinemet 12.5/50mg 90's tabs
SINEMET PLUS 25MG/100MG TABS 100'S,Prescription medicine,sinemet plus 25mg/100mg tabs 100's
SINUTAB TABS,Pharmacy medicine,sinutab tabs
SIRDALUD TABS 2MG 20'S,Pharmacy medicine,sirdalud tabs 2mg 20's
SIRDALUD TABS 4MG 30'S,Pharmacy medicine,sirdalud tabs 4mg 30's
SIVODERM CREAM,Other / uncategorised,sivoderm cream
SIVODERM POWDER,OTC,sivoderm powder
SKINOREN 30G,OTC,skinoren 30g
SKYCEF 500MG TABS 10'S,Other / uncategorised,skycef 500mg tabs 10's
SKYN CONDOM 3',OTC,skyn condom 3'
SLEEP AID 48'S,OTC,sleep aid 48's
SLEEPNITE VITABIOTICS,OTC,sleepnite vitabiotics
SLOW-K 600MG,Pharmacy medicine,slow-k 600mg
SMA 1 CAN 400G,Baby & infant,sma 1 can 400g
SMA 1 CAN 800G,"Food, drinks & essentials",sma 1 can 800g
SMA 2 CAN 800G,"Food, drinks & essentials",sma 2 can 800g
SMA 3 800G,Baby & infant,sma 3 800g
SMA PRO 1 800G,Other / uncategorised,sma pro 1 800g
SMA PRO 2 800G,Baby & infant,sma pro 2 800g
SMA PRO 3 800G,"Food, drinks & essentials",sma pro 3 800g
SNAPPLE JUICE 473ML,"Food, drinks & essentials",snapple juice 473ml
SNICKERS CHOCOLATE BAR SINGLE 125.9G,"Food, drinks & essentials",snickers chocolate bar single 125.9g
SODIUM BICARBONATE 500MG CAPS 100'S,Prescription medicine,sodium bicarbonate 500mg caps 100's
SODIUM BICARBONATE EAR DROP 10ML,Other / uncategorised,sodium bicarbonate ear drop 10ml
SODIUM CHLORIDE (NS) INFUSION 0.9% 500ML,Prescription medicine,sodium chloride (ns) infusion 0.9% 500ml
SODIUM CROMOGLYCATE 2% EYE DROPS 10ML VEGA,Other / uncategorised,sodium cromoglycate 2% eye drops 10ml vega
SODIUM CROMOGLYCATE 4% EYE DROPS 10ML VEGA,Other / uncategorised,sodium cromoglycate 4% eye drops 10ml vega
SODIUM VALPROATE ( EPILIM) 200MG TABS'S 100'S,Prescription medicine,sodium valproate ( epilim) 200mg tabs's 100's
SODIUM VALPROATE ( EPILIM) 200MG/5MLSYR 300ML,Prescription medicine,sodium valproate ( epilim) 200mg/5mlsyr 300ml
SODIUM VALPROATE ( EPILIM) CR 500MG TABS'S 100'S,Prescription medicine,sodium valproate ( epilim) cr 500mg tabs's 100's
SOFT & GENTLE A/P DEO 150ML ALL TYPES,Cosmetics,soft & gentle a/p deo 150ml all types
SOFT & GENTLE ROLL ON 50ML ALL TYPES,Cosmetics,soft & gentle roll on 50ml all types
SOLPADEINE MAX SOLUBLE PARA/CODEINE/CAFFEINE,Pharmacy medicine,solpadeine max soluble para/codeine/caffeine
SOLPADEINE PARACETAMOL EFF.,Other / uncategorised,solpadeine paracetamol eff.
SOLU-MEDRONE INJ 500MG,Prescription medicine,solu-medrone inj 500mg
SOMAZINA 1000MG ORAL SOLUTION 10',Prescription medicine,somazina 1000mg oral solution 10'
SOS ADVANCE CAPS 60'S (W/S),Pharmacy medicine,sos advance caps 60's (w/s)
SOS ADVANCE LIQUID 250ML,OTC,sos advance liquid 250ml
SPANISH FLY,Other / uncategorised,spanish fly
SPARNIS GARLIC MIXTURE 200ML,Herbal,sparnis garlic mixture 200ml
SPEMAN TABS 100'S,Herbal,speman tabs 100's
SPIDEY & FRIENDS T/BRUSH DUO,Other / uncategorised,spidey & friends t/brush duo
SPIRONOLACTONE 100MG TABS 28'S,OTC,spironolactone 100mg tabs 28's
SPIRONOLACTONE 25MG TAB 28'S,Prescription medicine,spironolactone 25mg tab 28's
SPIRONOLACTONE 50MG TAB 28'S UK,Prescription medicine,spironolactone 50mg tab 28's uk
SPIRONOLACTONE 50MG TAB 28'S VEGA,Prescription medicine,spironolactone 50mg tab 28's vega
SPRING VALLEY EXTRA STRENGTH VIT D3 125MCG 400'S,OTC,spring valley extra strength vit d3 125mcg 400's
SPRING VALLEY EXTRA STRENGTH VIT D3 50MCG 200'S,Other / uncategorised,spring valley extra strength vit d3 50mcg 200's
SPRITE CAN 33CL,Other / uncategorised,sprite can 33cl
ST. IVES FACE SCRUP 150ML,Cosmetics,st. ives face scrup 150ml
STAMLO 10MG TAB 20'S,OTC,stamlo 10mg tab 20's
STAMLO 5,Other / uncategorised,stamlo 5
STARWINS MILK OF MAGNESIA (360ML),OTC,starwins milk of magnesia (360ml)
STARWINS MILK OF MAGNESIA 120ML,Pharmacy medicine,starwins milk of magnesia 120ml
STERILE GAUZE (SPECIAL PACK),OTC,sterile gauze (special pack)
STERIMAR BREATH EASY BABY,Prescription medicine,sterimar breath easy baby
STERIMAR STOP & PROTECT ALLERGY,Other / uncategorised,sterimar stop & protect allergy
STERIMAR STOP & PROTECT COLD/SINUS,OTC,sterimar stop & protect cold/sinus
STOMOCAINE SUSP 250ML,OTC,stomocaine susp 250ml
STOPKOF ADULT SYR 100ML,OTC,stopkof adult syr 100ml
STOPKOF CHILDREN SYR 100MLS,OTC,stopkof children syr 100mls
STOPKOF COLD & CATARRH SYR 100ML,Other / uncategorised,stopkof cold & catarrh syr 100ml
STOPKOF COLD &CARTARR,OTC,stopkof cold &cartarr
STOPKOF DRY COUGH SYR 100ML,Pharmacy medicine,stopkof dry cough syr 100ml
STOPKOF ENFANT CARBOCISTEIN 2% SYR 100ML,OTC,stopkof enfant carbocistein 2% syr 100ml
STOPKOF EXP. CARBOCISTEINE ADULT 5% 100ML,Pharmacy medicine,stopkof exp. carbocisteine adult 5% 100ml
STREPSIL MENTHOL 36'S,Other / uncategorised,strepsil menthol 36's
STREPSIL ORANGE + VIT C LOZ 36',OTC,strepsil orange + vit c loz 36'
STREPSIL SPRAY HONEY & LEMON 20ML,Other / uncategorised,strepsil spray honey & lemon 20ml
STREPSIL STRAWBERRY 12'S,Other / uncategorised,strepsil strawberry 12's
STREPSILS BLACKCURRENT 24',OTC,strepsils blackcurrent 24'
STREPSILS HONEY & LEMON LOZ 12'S,Other / uncategorised,strepsils honey & lemon loz 12's
STREPSILS HONEY & LEMON LOZ 24'S,Other / uncategorised,strepsils honey & lemon loz 24's
STREPSILS HONEY & LEMON LOZENGES 16'S,OTC,strepsils honey & lemon lozenges 16's
STREPSILS HONEY & LEMON LOZENGES 36'S,OTC,strepsils honey & lemon lozenges 36's
STREPSILS ORANGE WITH VIT C 100MG 24'S,OTC,strepsils orange with vit c 100mg 24's
STREPSILS ORANGE WITH VIT C 12S,Other / uncategorised,strepsils orange with vit c 12s
STREPSILS ORANGE WITH VIT C 36'S,OTC,strepsils orange with vit c 36's
STREPSILS ORIG LOZENGES 12',Other / uncategorised,strepsils orig lozenges 12'
STREPSILS ORIG. LOZENGES 24,Pharmacy medicine,strepsils orig. lozenges 24
STREPSILS ORIGINAL LOZ 16'S,OTC,strepsils original loz 16's
STREPSILS SORE THROAT AND LOZENGES 16'S,OTC,strepsils sore throat and lozenges 16's
STREPSILS SORE THROAT LOZENGES 24'S,OTC,strepsils sore throat lozenges 24's
STREPSILS STRAWBERRY 12S,Other / uncategorised,strepsils strawberry 12s
STREPSILS STRAWBERRY MENTHOL 36S,OTC,strepsils strawberry menthol 36s
STREPSILS TRIPLE ACTION EXTRA BLACKCURENT 24,Pharmacy medicine,strepsils triple action extra blackcurent 24
STREPSILS TRIPLE ACTION LOZ 24' HON & LEMON,Other / uncategorised,strepsils triple action loz 24' hon & lemon
STREPTOL LOZENGES 54'S,Pharmacy medicine,streptol lozenges 54's
STUGERON (CINNARIZINE) TABS 15MG 15'S,Prescription medicine,stugeron (cinnarizine) tabs 15mg 15's
STUGERON 25MG 50'S,OTC,stugeron 25mg 50's
SUCRAFIL 0 GEL 100ML,Pharmacy medicine,sucrafil 0 gel 100ml
SUDAFED BLOCKED NOSE SINUS CAPS 16'S,Other / uncategorised,sudafed blocked nose sinus caps 16's
SUDAFED BLOCKED NOSE SPRAY 15ML (XYLOMETHAZOLINE),OTC,sudafed blocked nose spray 15ml (xylomethazoline)
SUDAFED C&H MAX CAPS 16'S,Pharmacy medicine,sudafed c&h max caps 16's
SUDAFED CONGESTION HEADACHE 16'S,Pharmacy medicine,sudafed congestion headache 16's
SUDAFED DAY & NIGHT TAB,Pharmacy medicine,sudafed day & night tab
SUDAFED DECONGESTANT SYRUP 100ML,Pharmacy medicine,sudafed decongestant syrup 100ml
SUDAFED DECONGESTANT TAB 12'S,Other / uncategorised,sudafed decongestant tab 12's
SUDAFED MUCUS TRIPPLE ACTION COLD FLU TAB 16S,OTC,sudafed mucus tripple action cold flu tab 16s
SUDAFED SINU MAX STRENGTH CAPS 16'S,Other / uncategorised,sudafed sinu max strength caps 16's
SUDAFED SINUS EASE SPRAY 15ML (XYLOMETHAZOLINE),OTC,sudafed sinus ease spray 15ml (xylomethazoline)
SUDAFED SINUS EASY 15ML,Other / uncategorised,sudafed sinus easy 15ml
SUDAFED SINUS PRESSURE & PAIN TABS 12'S,Pharmacy medicine,sudafed sinus pressure & pain tabs 12's
SUDAFED SINUS PRESSURE & PAIN TABS 24'S,Other / uncategorised,sudafed sinus pressure & pain tabs 24's
SUDO CREAM 125G,OTC,sudo cream 125g
SUDO CREAM 250G,OTC,sudo cream 250g
SUDO CREAM 30G TUBE,Other / uncategorised,sudo cream 30g tube
SUDO CREAM 400G,OTC,sudo cream 400g
SUDO CREAM 60G,OTC,sudo cream 60g
SULPHUR OINT 40G (DANNEX) NAZO,Pharmacy medicine,sulphur oint 40g (dannex) nazo
SUMATRIPTAN 100MG TAB 6'S (TEVA),Prescription medicine,sumatriptan 100mg tab 6's (teva)
SUMATRIPTAN 50MG TABS RELONCHEM,Pharmacy medicine,sumatriptan 50mg tabs relonchem
SUPIROCIN (MUPIROCIN) OINTMENT 15G GLENMARK,OTC,supirocin (mupirocin) ointment 15g glenmark
SURE BODY SPRAY 200ML ALL TYPES,Cosmetics,sure body spray 200ml all types
SURE DEO SPRAY 250ML,Other / uncategorised,sure deo spray 250ml
SURE DEO SPRAY ALL TYPES 150ML,Cosmetics,sure deo spray all types 150ml
SURE ROLL ON ALL TYPES 50ML,Cosmetics,sure roll on all types 50ml
SURFAZ-SN TRIPLE ACTION CREAM 15G,OTC,surfaz-sn triple action cream 15g
SUSTANON INJ 250MG/ML,Prescription medicine,sustanon inj 250mg/ml
SWEETEX TABS 300'S,OTC,sweetex tabs 300's
SWIFT MENOPAUSE FSH MID STREAM TEST,Other / uncategorised,swift menopause fsh mid stream test
SWIFT MID STREAM PREG TEST,Other / uncategorised,swift mid stream preg test
SWIFT MID STREAM PREG TEST EARLY RESPONSE,Other / uncategorised,swift mid stream preg test early response
SWIFT OVULATION TEST STRIPS,Other / uncategorised,swift ovulation test strips
SYMBICORT (80/4.5UG 60 DOSES,OTC,symbicort (80/4.5ug 60 doses
SYMBICORT 160/4.5MG 120 DOSES,OTC,symbicort 160/4.5mg 120 doses
SYNTREXA 10MG 30'S CIPLA,Other / uncategorised,syntrexa 10mg 30's cipla
SYNUX NASAL SPRAY ORI 0.1%,OTC,synux nasal spray ori 0.1%
SYRINGE AND NEEDLE 1ML,Other / uncategorised,syringe and needle 1ml
SYRINGE AND NEEDLE 5ML,Other / uncategorised,syringe and needle 5ml
SYRINGE WITH NEEDLE DISPOSABLE 2ML,Pharmacy medicine,syringe with needle disposable 2ml
SYSTANE EYE DROPS 10ML,Pharmacy medicine,systane eye drops 10ml
TAABEA HERBAL MIXTURE 500ML,Herbal,taabea herbal mixture 500ml
TACROLIMUS OINTMENT 0.1%,Other / uncategorised,tacrolimus ointment 0.1%
TADALAFIL 10MG TABS 4'S,OTC,tadalafil 10mg tabs 4's
TADALAFIL 20MG TABS TEVA,Other / uncategorised,tadalafil 20mg tabs teva
TADALAFIL TAB 20MG 4'S UK,Other / uncategorised,tadalafil tab 20mg 4's uk
TADALAFIL TAB 5MG 14',Prescription medicine,tadalafil tab 5mg 14'
